id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
6419,,0.2319,yes,0.6344,Negative,0.6344,FOX News or Moderators,0.4025,,NoChristie16,,0,,,#NJ has had 9 credit downgrades in just 5 years under #ChrisChristie. #GOPDebate #FoxNews #TellingItLikeItIs,,2015-08-07 08:20:25 -0700,629673457140277248,,
6420,Donald Trump,1.0,yes,1.0,Negative,0.6706,None of the above,0.6706,,Big6domino,,0,,,Obviously #Trump has captured the white vote. Now it's up to the sensible Americans to make sure he is never elected. #YesWeCan #GOPdebate,,2015-08-07 08:20:19 -0700,629673430451924992,"Atlanta, GA",
6421,No candidate mentioned,0.442,yes,0.6649,Negative,0.6649,None of the above,0.442,,NYpoet,,58,,,"RT @JillBidenVeep: That was more of a ""who has the loudest indoor voice contest"" than a debate. #GOPDebate",,2015-08-07 08:20:18 -0700,629673425867509760,NYC,Atlantic Time (Canada)
6422,Rand Paul,0.6556,yes,1.0,Positive,0.3455,None of the above,0.6556,,travisinghram,,1,,,The mainstream media wants to limit our options to establishment puppets. We know who won! #StandwithRand #GOPDebate http://t.co/UYEQy2Nh7A,,2015-08-07 08:20:17 -0700,629673424755908608,Des Moines,Central Time (US & Canada)
6423,No candidate mentioned,0.4025,yes,0.6344,Negative,0.3333,Racial issues,0.4025,,sankofa90,,4,,,"RT @revjudegeiger: The #GOPDebate  talked about ""what if"" terrorism were to happen in our country again. White Supremacy is alive and well.…",,2015-08-07 08:20:16 -0700,629673418984660992,"Miami, FL, New York",Eastern Time (US & Canada)
6424,Marco Rubio,1.0,yes,1.0,Positive,1.0,Jobs and Economy,0.7045,,JaclynHStrauss,,0,,,I loved it in the #GOPdebate when @MarcoRubio spoke about repealing Dodd-Frank. He is a champion of #smallbusiness.,,2015-08-07 08:20:13 -0700,629673405172817920,"Halifax, Nova Scotia, Canada",Mid-Atlantic
6425,No candidate mentioned,1.0,yes,1.0,Negative,0.401,None of the above,1.0,,bristol_1st,,1,,,"RT @KristinMCoppens: So uh, climate change, eh guys? #GOPDebate http://t.co/VNkJJiOQGJ",,2015-08-07 08:20:12 -0700,629673402857615360,"Bristol, England",
6426,No candidate mentioned,1.0,yes,1.0,Neutral,0.6675,Healthcare (including Medicare),0.6821,,bostonjonas,,0,,,Obamacare/#ACA barely registered in the #GOPDebate. @HarvardChanSPH's John McDonough explains why. http://t.co/p91druXic4,,2015-08-07 08:20:12 -0700,629673402090004480,,Eastern Time (US & Canada)
6427,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,JanetLevinson1,,2,,,"RT @renomarky: #GOPDebate #FoxDebate 

Absolutely no need for such long winded questions! We all know the topics! This ain't a gotcha game!…",,2015-08-07 08:20:11 -0700,629673399371980800,Montana,Pacific Time (US & Canada)
6428,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,KGrumke,,0,,,Check out our interactive fact check of the #GOPDebate! http://t.co/3064jPtpa0 @NewsyVideos,,2015-08-07 08:20:10 -0700,629673394766749696,"Columbia, MO",Central Time (US & Canada)
6429,No candidate mentioned,0.3997,yes,0.6322,Negative,0.6322,None of the above,0.3997,,mary_heisey,,0,,,"""Hell is Empty and All the Devils Are Here"": A Shakespearean Guide to the 2016 Republican Primary: http://t.co/uJOT8N7UzX #GOPDebate #GOP",,2015-08-07 08:20:09 -0700,629673391478435840,"Charlotte, NC, USA",
6430,No candidate mentioned,1.0,yes,1.0,Negative,0.6818,Racial issues,0.6591,,TwLevinson,,389,,,"RT @zellieimani: #BlackLivesMatter being discussed at #GOPDebate
15 seconds later...
Commercial and back to borders and abortion.",,2015-08-07 08:20:09 -0700,629673389511286784,"Bklyn, NY",Eastern Time (US & Canada)
6431,Scott Walker,0.4951,yes,0.7037,Negative,0.7037,None of the above,0.4951,,WisconsinStrong,,1,,,"#Walker16 unprepared, uninformed, uneducated. http://t.co/Ldbglzna8G #wiunion #wiright #GOPdebate #UniteBlue",,2015-08-07 08:20:08 -0700,629673387472887808,In the middle. Of everything.,Eastern Time (US & Canada)
6432,No candidate mentioned,0.4605,yes,0.6786,Negative,0.6786,FOX News or Moderators,0.4605,,JasonHitchcock,,1,,,"This Instagram of @HillaryClinton  and @kimkardashian had a larger audience than than the Fox #GOPDebate.

http://t.co/wLZ5rd7mUK",,2015-08-07 08:20:07 -0700,629673381906919424,San Francisco,Central Time (US & Canada)
6433,Rand Paul,1.0,yes,1.0,Negative,0.6742,Racial issues,0.6742,,herrsolus,,175,,,RT @ira: Rand Paul reaching for that black vote like: #GOPDebate http://t.co/SObMy09qDd,,2015-08-07 08:20:07 -0700,629673380933865472,"Seattle, Washington",Central America
6434,Donald Trump,1.0,yes,1.0,Neutral,0.6588,None of the above,0.6824,,ProfMassa,,6,,,"RT @PresHarryTruman: #GOPDebate Roundup: Trump ranted, Carson was eventually allowed to speak, Bush said stuff, Kasich had sense and theref…",,2015-08-07 08:20:06 -0700,629673377091842048,Cincinnati,Eastern Time (US & Canada)
6435,Ben Carson,0.6512,yes,1.0,Negative,0.6512,None of the above,0.6859999999999999,,DontTryAndFixMe,,0,,,@CNN @CNNPolitics had 8 things to take away from the #GOPDebate but not one was about #BenCarson. It's a shame,,2015-08-07 08:20:05 -0700,629673374017437696,"Knoxville, TN",Eastern Time (US & Canada)
6436,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,Shirleystopirs,,3,,,RT @LadySandersfarm: You have no clue what silent majority is thinking.Your mindset comes frm 2% of pop. You're out of touch. #GOPDebate  h…,,2015-08-07 08:20:05 -0700,629673372977393664,,Atlantic Time (Canada)
6437,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,ScoopcooperSeth,,7,,,"RT @mjtbaum: By the way... real, professional moderators don't laugh at jokes like that... #GOPDebate",,2015-08-07 08:20:05 -0700,629673372557963264,,
6438,Ted Cruz,0.6966,yes,1.0,Neutral,1.0,None of the above,1.0,,AndiDankert,,13,,,"RT @leedsgarcia: .@tedcruz does this include deporting DREAMers? #GOPDebate 
https://t.co/jdcmRVnjWW",,2015-08-07 08:20:04 -0700,629673366568480768,"Cambridge, MA",Eastern Time (US & Canada)
6439,No candidate mentioned,0.3941,yes,0.6277,Negative,0.6277,Racial issues,0.3941,,laprofe63,,1,,,"RT @ncb417: I need some more answers about race, women, immigration &amp; sexuality from the  #GOPDebate candidates http://t.co/jm5caRypAT via …",,2015-08-07 08:20:02 -0700,629673362021715968,Chicagoland #USA via #NYC ,Central Time (US & Canada)
6440,Ted Cruz,0.6923,yes,1.0,Negative,0.6593,FOX News or Moderators,0.6593,,JanetLCrow1,,1,,,"#GOPDebate winners :Cruz &amp; Carly . Also Rubio, Walker , Jindal . Extremely disappointed in @megynkelly and Chris Wallace . @BretBaier OK",,2015-08-07 08:20:02 -0700,629673360918614016,,
6441,Donald Trump,1.0,yes,1.0,Negative,0.6766,None of the above,1.0,,sevenframes,,347,,,RT @pattonoswalt: Hey @MedievalTimes! Donald Trump just gave you a shout out! #GOPDebate,,2015-08-07 08:20:01 -0700,629673355596034048,,
6442,No candidate mentioned,1.0,yes,1.0,Neutral,0.6747,None of the above,1.0,,langlotz1,,0,,,mheriveaux_og's photo https://t.co/rFekTbk0Cb Hilary and POTUS #gopdebate,,2015-08-07 08:20:00 -0700,629673353897357312,No. Ca.,
6443,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,fedbizop,,0,,,Theme song for the next #GOPDebate should be The Dope Show.,,2015-08-07 08:20:00 -0700,629673352790052864,Michigan,Quito
6444,Donald Trump,0.6522,yes,1.0,Negative,0.6848,None of the above,1.0,,kujo71,,3,,,RT @wavemywand: #GOPDebate I hope we are all teaching our children not to Bully So why would US elect a Bully? @realDonaldTrump http://t.co…,,2015-08-07 08:20:00 -0700,629673352051847168,"Columbia, MO",Central Time (US & Canada)
6445,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,0.6932,,VillaPeter100,,0,,,"Last night, I wasn't sure if I was watching the #GOPDebate or an @nbcsnl sketch. Absolutely hilarious.",,2015-08-07 08:19:59 -0700,629673346087583744,"Make It Happen, U.S.A.",Central Time (US & Canada)
6446,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,JoeLeverone,,0,,,"Trump: Unpresidential, childish
Kasich: Made gains
Rubio: Made gains, positive
Bush: No harm, specific
Walker: No harm, specific
#GOPDebate",,2015-08-07 08:19:58 -0700,629673342132428800,"Rochester, N.Y.",Eastern Time (US & Canada)
6447,No candidate mentioned,0.2403,yes,0.6588,Neutral,0.3647,FOX News or Moderators,0.2403,,PuestoLoco,,2,,,"@JayandSteve
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut",,2015-08-07 08:19:56 -0700,629673336948301824,Florida Central West Coast,America/New_York
6448,No candidate mentioned,0.4444,yes,0.6667,Neutral,0.6667,FOX News or Moderators,0.2375,,monteil_kathy,,10,,,"RT @BDOH: @Peggynoonannyc on @CarlyFiorina, ""This is a strong, gutsy woman""  She is @GretchenCarlson's guest 2pm @FoxNews #GOPDebate",,2015-08-07 08:19:56 -0700,629673334767095808,"Leavenworth, KS USA",Central Time (US & Canada)
6449,Donald Trump,1.0,yes,1.0,Positive,0.6771,None of the above,1.0,,ewstephe,,0,,,"Donald Trump won viewers' attention during the #GOPdebate, though probably not the debate itself http://t.co/ftgGl1ZG1C",,2015-08-07 08:19:54 -0700,629673326919700480,,Eastern Time (US & Canada)
6450,Donald Trump,1.0,yes,1.0,Negative,0.6809,None of the above,0.6489,,finksta,,0,,,"Top #GOP strategist on #GOPDebate, specifically #DonaldTrump: ""I saw the destruction of a presidential campaign."" http://t.co/xJ5cqGrsTH",,2015-08-07 08:19:52 -0700,629673320041086976,"ÜT: 40.756539,-73.990301",Eastern Time (US & Canada)
6451,No candidate mentioned,1.0,yes,1.0,Negative,0.6667,FOX News or Moderators,0.6667,,JustinaMiranda,,1,,,RT @DavidPMiranda: Fritos aren't free! So true. #GOPDebate #FoxNews #Freedom,,2015-08-07 08:19:51 -0700,629673315846651904,,Quito
6452,No candidate mentioned,1.0,yes,1.0,Negative,0.6905,None of the above,1.0,,TerrySchwartz10,,0,,,"#GOPDebate  Hangover, and I don't drink",,2015-08-07 08:19:51 -0700,629673314550575104,The Evergreen State,
6453,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,campbellsl,,0,,,@BEbstyne @jonstank Cynicism is for wienies. The #GOPDebate was rife with grandstanding and stupidity.,,2015-08-07 08:19:50 -0700,629673311178506240,CT,Eastern Time (US & Canada)
6454,Ted Cruz,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,GodsDontExist,,4,,,RT @mydaughtersarmy The GOP debate took an awful toll on Ted Cruz.  #GOPDebate http://t.co/NcU94RGBlO @tedcruz @realDonaldTrump @greggutfeld,,2015-08-07 08:19:50 -0700,629673310666670080,"PDX, Oregon ☂  ",Pacific Time (US & Canada)
6455,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,mpgrenier731,,0,,,"#GOPDebate: The latest news, reality checks &amp; analysis from @bpolitics http://t.co/o3G8cqdKpA http://t.co/5P2bEAgEUp",,2015-08-07 08:19:49 -0700,629673306984181760,,Eastern Time (US & Canada)
6456,Donald Trump,1.0,yes,1.0,Positive,0.6552,None of the above,0.6552,,Erosunique,,5,,,"RT @drginaloudon: Bo (my son, age 8) has the #HappyHour #GOPDEBATE all figured out... 

""Trump should be President. I mean, he's so... http…",,2015-08-07 08:19:47 -0700,629673296360026112,Milan-Italy,Rome
6457,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,nycliving207,,0,,,"It was hard to take @megynkelly serious during last night's #gopdebate when her faux eyelashes kept distracting me.  Why, Megyn, why?",,2015-08-07 08:19:45 -0700,629673288852226048,,Atlantic Time (Canada)
6458,Donald Trump,0.3923,yes,0.6264,Positive,0.3297,FOX News or Moderators,0.3923,,DutraGale,,3,,,"RT @renomarky: Went to bed speechless after #GOPDebate , woke up pissd off with how @megynkelly @FoxNews went about attacking @realDonaldTr…",,2015-08-07 08:19:45 -0700,629673288709509120,,
6459,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,jackmann11,,0,,,@marklevinshow And INQUISITION  it was ! Very disgusted with @FoxNews moderators especially @megynkelly &amp; Wallace #GOPDebate #NoKellyFiles,,2015-08-07 08:19:45 -0700,629673288575250432,USA ,Pacific Time (US & Canada)
6460,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,1NealGibson,,54,,,RT @VINNYGUADAGNINO: These mediators are so awkward #GOPDebate,,2015-08-07 08:19:43 -0700,629673279024963584,JACKSONVILLE FLA,Pacific Time (US & Canada)
6461,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,0.6485,,allen_bet,,6,,,RT @Chanlowe: #GOPDebate cartoon...#Trump @wcgirl @BRios82 @jeromebristow76 @allen_bet @bayonnebernie @FlaDems http://t.co/5k3Bvihwmx,,2015-08-07 08:19:42 -0700,629673275828736000,,Central Time (US & Canada)
6462,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,mwood_79,,0,,,Why is @megynkelly on @FoxNews &amp; hosting a #GOPDebate with a clear biased opinion like this &amp; kindergarten questions https://t.co/agn0zXChx9,,2015-08-07 08:19:41 -0700,629673270631993344,,
6463,Donald Trump,0.4265,yes,0.6531,Neutral,0.6531,None of the above,0.4265,,anaaronfreeman,,3,,,RT @LizMair: WE NEED BRAIN. https://t.co/U77g7OpuKY #trumpisms #GOPDebate,,2015-08-07 08:19:40 -0700,629673268895584256,,
6464,Marco Rubio,0.6774,yes,1.0,Negative,1.0,Religion,0.6774,,KathiDwyer,,0,,,"@marcorubio did you say God gave you wonderful @GOP candidates? That god must be deaf, dumb and blind.  #GOPDebate",,2015-08-07 08:19:39 -0700,629673263917084672,new jersey,
6465,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,sweetgreatmom,,0,,,Not one word about civil rights mentioned at #GOPDebate #BLM IS NOT A SLOGAN.  WE ARE SUBJECT TO POLICE BRUTALITY https://t.co/mWScMJwm1W,,2015-08-07 08:19:37 -0700,629673257336205312,"Philadelphia, PA",Eastern Time (US & Canada)
6466,Rand Paul,0.4307,yes,0.6563,Negative,0.6563,,0.2256,,JoeSnuffie,,0,,,#GOPdebate Anyone else notice @RandPaul's Church Lady face while @ChrisChristie explained why the #4thAmendment sucks?,,2015-08-07 08:19:37 -0700,629673255369068544,,
6467,Ben Carson,0.4515,yes,0.6719,Neutral,0.6719,FOX News or Moderators,0.4515,,terri_georgia,,55,,,"RT @TheDailyEdge: Megyn Kelly: ""It's over!""
Ben Carson: ""I guess so. But I gave it a shot""
#GOPDebate",,2015-08-07 08:19:35 -0700,629673248578502656,Georgia USA,Eastern Time (US & Canada)
6468,Ted Cruz,0.4495,yes,0.6705,Neutral,0.3409,FOX News or Moderators,0.4495,,Jam1p,,4,,,"💢Somehow our friends at FOX  missed the #GOPDebate 

@SenTedCruz took on:
Obama  
Hillary
Washington
Islamic Jihad
OHealthCare

@Varneyco",,2015-08-07 08:19:35 -0700,629673247479455744,,
6469,No candidate mentioned,0.6383,yes,1.0,Neutral,0.6383,FOX News or Moderators,0.6809,,DaveJLester,,0,,,"Good summary of first #GOPDebate.  
http://t.co/MV4h4jiBrj",,2015-08-07 08:19:33 -0700,629673239678091264,"Seattle, WA",
6470,Donald Trump,1.0,yes,1.0,Positive,0.6767,None of the above,1.0,,1NealGibson,,258,,,RT @VINNYGUADAGNINO: Bro Donald Trump has to stay in this race as long as possible for entertainment purposes #GOPDebate,,2015-08-07 08:19:33 -0700,629673237706838016,JACKSONVILLE FLA,Pacific Time (US & Canada)
6471,No candidate mentioned,1.0,yes,1.0,Neutral,0.6458,None of the above,0.6458,,FreedomsMuse,,0,,,"I want to see a NCAA Tournament style Debate. Scoring based on truth, policy ideas, and style. #GOPDebate @IngrahamAngle",,2015-08-07 08:19:32 -0700,629673236075290624,,Central Time (US & Canada)
6472,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,spiders_,,0,,,"@MahaKylie exon mobile and chevron corp wouldn't want their new candidates spreading the truth, after all they just bought them #GOPDebate",,2015-08-07 08:19:31 -0700,629673229540573184,,
6473,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,jonconradi,,0,,,"Grading the candidates, who won, who lost, who coasted http://t.co/3aFiejUI1M #GOPDebate",,2015-08-07 08:19:30 -0700,629673227195973632,,Eastern Time (US & Canada)
6474,No candidate mentioned,1.0,yes,1.0,Negative,0.6544,FOX News or Moderators,1.0,,EfuruJustins,,698,,,RT @LoganJames: Shoutout to Fox for running a Straight Outta Compton trailer right after asking about police brutality against African-Amer…,,2015-08-07 08:19:30 -0700,629673225870401536,"Las Vegas, NV",
6475,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,THRMattBelloni,,8,,,"We got the leader of Friends of Abe, Hollywood's secret conservative group, to analyze the first #GOPDebate. http://t.co/7G6du4EWb8",,2015-08-07 08:19:30 -0700,629673223978811392,"Los Angeles, CA",Pacific Time (US & Canada)
6476,No candidate mentioned,1.0,yes,1.0,Neutral,0.6495,None of the above,0.6907,,CarlyFiorina,,98,,,"At #GOPDebate, I won over our largest audience yet. Can you chip in $3 to help us keep it up?https://t.co/nzYnC1JRxS
https://t.co/nBVKSjo0Dw",,2015-08-07 08:19:29 -0700,629673222267506688,Virginia ,Pacific Time (US & Canada)
6477,Donald Trump,0.4398,yes,0.6632,Negative,0.3474,None of the above,0.2304,,_maileg,,7,,,RT @kayleymelissa: #GOPDebate is like the trial from The Unbreakable Kimmy Schmidt and Donald Trump is Jon Hamm's Richard Wayne Gary Wayne.,,2015-08-07 08:19:29 -0700,629673221026004992,,Arizona
6478,Donald Trump,1.0,yes,1.0,Positive,0.6809,None of the above,1.0,,PeteMcManus1,,0,,,"Watching #GOPDebate from last night. Wow Trump on fire first 15mins. Says what he thinks, is this a new popular breed in politics? #corbyn",,2015-08-07 08:19:27 -0700,629673213291798528,"London, England",London
6479,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,DutraGale,,4,,,RT @MStuart1970: Right! Do u think survivors of the FOX Massacre Debate realize that? #GOPDebate #FoxDebate  https://t.co/DtVsB531LT,,2015-08-07 08:19:25 -0700,629673206639493120,,
6480,No candidate mentioned,0.2327,yes,0.6512,Negative,0.6512,FOX News or Moderators,0.424,,breitbartis,,0,,,@megynkelly She earned that title last night. Too bad she didn't take high road @realDonaldTrump @FoxNews #GOPDebate https://t.co/y4RHOTPvNR,,2015-08-07 08:19:25 -0700,629673205595148288,,Hawaii
6481,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,PokeThePasta,,2,,,RT @ColtSTaylor: #GOPDebate Did people in the 1828 debate invoke George Washington like these guys pull out Ronald Reagan?,,2015-08-07 08:19:24 -0700,629673201233186816,Linwood,
6482,No candidate mentioned,0.3865,yes,0.6217,Positive,0.6217,None of the above,0.3865,,GaryDahl1,,4,,,RT @TheRighToExist: Wow!! She is good!! Watch @CarlyFiorina make Chris Matthews look foolish. I'm liking her more &amp; more!! http://t.co/kebn…,,2015-08-07 08:19:22 -0700,629673193540878336,sarasota fl,
6483,Donald Trump,1.0,yes,1.0,Positive,0.3438,FOX News or Moderators,1.0,,BrianPaulStuart,,0,,,"During #FoxNews' #GOPDebate, #MegynKelly was suffering from delusions that she was a #Minnesota dentist, and #DonaldTrump was #CecilTheLion.",,2015-08-07 08:19:20 -0700,629673183919087616,,Atlantic Time (Canada)
6484,No candidate mentioned,1.0,yes,1.0,Negative,0.6848,None of the above,0.6522,,Polarinski,,0,,,"My morning TL taught me 3 things
1) @CarlyFiorina is the Ronda Rousey of #GOPdebate
2) @megynkelly is a bloviating hack
3) @Rosie is a twunt",,2015-08-07 08:19:17 -0700,629673169872400384,,Atlantic Time (Canada)
6485,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,OMAHAGEMGIRL,,1,,,"So many pouty, screechy faces at once #GOPDebate http://t.co/o5AJvLqJN7",,2015-08-07 08:19:16 -0700,629673165292204032,Here now,
6486,Scott Walker,0.2776,yes,0.6941,Positive,0.6941,None of the above,0.2776,,MikeAdamLI,,0,,,Early numbers suggest record audience for first #GOPDebate #Walker16 http://t.co/w96zq1aRUH via @CNNMoney,,2015-08-07 08:19:15 -0700,629673162393849856,"Long Island, NY",Eastern Time (US & Canada)
6487,Donald Trump,1.0,yes,1.0,Positive,1.0,Jobs and Economy,1.0,,romanmesina,,1,,,RT @JaclynHStrauss: I loved it in the #GOPdebate when @realDonaldTrump said the country needs him to straighten out the financial mess.,,2015-08-07 08:19:15 -0700,629673161412448256,"Port St Lucie, FL",Atlantic Time (Canada)
6488,Scott Walker,1.0,yes,1.0,Negative,1.0,Abortion,1.0,,michaeldbirch,,9,,,RT @blogdiva: THE SCOTT WALKERS OF THE WORLD ARENT MAD ABOUT ABORTION FOR RAPE OR INCEST theyre mad y'all arent compliant to the rape &amp; inc…,,2015-08-07 08:19:14 -0700,629673160753987584,,Central Time (US & Canada)
6489,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,John_Mike_,,0,,,"I know more young people in the 18-30 range who watched the full #GOPDebate last night than middle-aged or seniors. #GenerationApathy, huh?",,2015-08-07 08:19:14 -0700,629673156874235904,,
6490,No candidate mentioned,1.0,yes,1.0,Positive,0.6667,FOX News or Moderators,0.6667,,MCinVB,,6,,,RT @Thomasismyuncle: Good question by Chris Wallace... Cons better learn how to battle these stereotypes #GOPDebate,,2015-08-07 08:19:12 -0700,629673151182581760,Virginia,
6491,No candidate mentioned,1.0,yes,1.0,Neutral,0.6629,FOX News or Moderators,0.6742,,ShimonCleopas,,0,,,"#GOPDebate moderators should have asked: ""Hasn't it become obvious that only God Himself, not humans, can resolve the ME Conflict?""",,2015-08-07 08:19:10 -0700,629673142894473216,Land of Abraham Lincoln,Alaska
6492,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,nick_janson,,0,,,God damn is this presidential debate childish... I know how we can narrow this shit down. #GOPDebate http://t.co/8vqg6XVjYc,,2015-08-07 08:19:10 -0700,629673140386426880,"Baltimore, Maryland",Eastern Time (US & Canada)
6493,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,justSamCotton,,0,,,Seeing a lot of different opinions on the outcome of the #GOPDebate last night.  Did we all watch the same one?,,2015-08-07 08:19:09 -0700,629673138549227520,"Irving, TX",
6494,No candidate mentioned,1.0,yes,1.0,Negative,0.6501,None of the above,0.3499,,coopek,,1,,,RT @SanahBanana: Well. Nothing more really needs to be said. #GOPDebate http://t.co/FuBcs0tRZl,,2015-08-07 08:19:08 -0700,629673133662957568,Mid-Hudson Valley or Up State ,Eastern Time (US & Canada)
6495,Donald Trump,1.0,yes,1.0,Negative,1.0,Abortion,1.0,,ConstipatedGang,,1,,,RT @EdMahmoud: Ronald Reagan switched parties once. @realDonaldTrump switched 5 times.  Has been anti-#2A and pro-abortion in the last 6 ye…,,2015-08-07 08:19:05 -0700,629673122409660416,,
6496,No candidate mentioned,1.0,yes,1.0,Negative,0.7016,FOX News or Moderators,0.7016,,lena_Bernina,,0,,,@ansonmount #GOPDebate  It seems that debate questions simply function to incite personal attacks among candidates w/o clarifying issues.,,2015-08-07 08:19:05 -0700,629673119628726272,United States,
6497,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,KurtWiebs,,0,,,There's a lot going on in this picture. #GOPDebate  https://t.co/dNK4df46JX,,2015-08-07 08:19:05 -0700,629673119108739072,"Cincinnati, OH",Atlantic Time (Canada)
6498,Mike Huckabee,0.6739,yes,1.0,Positive,0.3587,None of the above,0.6739,,bethhunttaylor,,105,,,RT @tperkins: TRUTH: The military is not a social experiment. -- @GovMikeHuckabee #GOPDebate,,2015-08-07 08:19:02 -0700,629673110531371008,Lexington SC,Eastern Time (US & Canada)
6499,Mike Huckabee,0.6452,yes,1.0,Positive,1.0,None of the above,0.6774,,fumblersm,,0,,,@MikeHuckabeeGOP says he wants 2 legalize prostitution &amp; drugs &amp; tax the hell out of them? That's what I've been saying for yrs. #GOPDebate,,2015-08-07 08:19:01 -0700,629673105535975424,CT/NJ,Eastern Time (US & Canada)
6500,Ted Cruz,1.0,yes,1.0,Positive,0.6469,None of the above,0.6469,,LWilsonDarlene,,2,,,RT @PatriotJackiB: @MichaelvdGalien @LWilsonDarlene That was fear. They tried to shut @tedcruz out in the #GOPDebate but his message was he…,,2015-08-07 08:19:01 -0700,629673104676098048,Chicago,Central Time (US & Canada)
6501,Marco Rubio,0.4589,yes,0.6774,Negative,0.6774,None of the above,0.4589,,JustinFrankMD,,0,,,"#Republicans don't focus on the future, despite what #Rubio and others said in the #GOPDebate; it's always the past http://t.co/3RgjaDnyri",,2015-08-07 08:19:01 -0700,629673104286027776,WDC,Quito
6502,Marco Rubio,0.7122,yes,1.0,Positive,1.0,FOX News or Moderators,1.0,,ishetiar,,0,,,"Nice work @megynkelly asking tough q's in #GOPDebate. Speaking for young Rep's, @marcorubio @johnkasich @realbencarson won some hearts!",,2015-08-07 08:19:00 -0700,629673101081473024,,Eastern Time (US & Canada)
6503,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Foreign Policy,0.6848,,TomFodi,,0,,,#WAR! MORE WAR!!! primary message heard at #GOPDebate last night. Remember when the #GOP was known as the party of #peace? Miss those days,,2015-08-07 08:19:00 -0700,629673099672195072,"Pittsburgh, PA, USA",America/New_York
6504,Donald Trump,1.0,yes,1.0,Positive,0.6588,Immigration,1.0,,TURNEDTOS1,,0,,,"#Trump's truest and best line: ""if it weren’t for me you wouldn’t even be talking about illegal immigration"" #TRUMPEFFECT  #GOPDEBATE",,2015-08-07 08:18:59 -0700,629673098049134592,,
6505,Ben Carson,1.0,yes,1.0,Neutral,0.6867,None of the above,1.0,,DigitalMaxToday,,0,,,Ben Carson: my qualifications as a world-famous neurosurgeon are also my qualifications for the most powerful man on the planet. #GOPDebate,,2015-08-07 08:18:59 -0700,629673094660100096,"Orange, CT",Atlantic Time (Canada)
6506,Donald Trump,1.0,yes,1.0,Positive,1.0,None of the above,1.0,,Floyd5689,,0,,,Loved watching the #GOPDebate last night! We need @realDonaldTrump to #MakeAmericagreatagain. #inspiration,,2015-08-07 08:18:59 -0700,629673094215532544,,
6507,No candidate mentioned,0.4562,yes,0.6754,Neutral,0.3403,None of the above,0.4562,,g8r84,,1,,,"RT @AntoniaJuhasz: Interesting in its absence. Perhaps climate denial isn't what it used to be? No mention in #GOPDebate of climate, enviro…",,2015-08-07 08:18:57 -0700,629673087072665600,,Eastern Time (US & Canada)
6508,Ted Cruz,1.0,yes,1.0,Neutral,0.6897,FOX News or Moderators,1.0,,pondlizard,,2,,,"Ted Cruz reacts to Fox News GOP debate on ""Hannity"" http://t.co/B4LzAIhOk3 via @YouTube #GOPdebate",,2015-08-07 08:18:57 -0700,629673085516541952,God's Country N Central FL ,Eastern Time (US & Canada)
6509,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,1984VISION,,0,,,"SHOVEL COW MANURE?
#GOPDebate  https://t.co/WMnt3c3LAB",,2015-08-07 08:18:56 -0700,629673083436146688,AMERIKA,Eastern Time (US & Canada)
